,e1100004418,e1100004419,e1100004421,e1100004422,e1100004425,e1100004426,e1100004430,e1100004431,e1100004433,e1100004434,e1100004435,e1100004436,e1100004439,e1100004442,e1100004443,e1100004444,e1100004445,e1100004446,e1100004451,e1100004452,e1100004453,e1100004454,e1100004455,e1100004458,e1100004460,e1100004465,e1100004467,e1100004468,e1100004469,e1100004470,e1100004472,e1100004475,e1100004476,e1100004477,e1100004481,e1100004484,e1100004487,e1100004489,e1100004492,e1100004494,e1100004495,e1100004496,e1100004497,e1100004501,e1100004502,e1100004503,e1100004507,e1100004508,e1100004509,e1100004510,e1100004511,e1100004514,e1100004518,e1100004519,e1100004520,e1100004524,e1100004525,e1100004526,e1100004527,e1100004529,e1100004531,e1100004532,e1100004534,e1100004536,e1100004537,e1100004538,e1100004539,e1100004540,e1100004544,e1100004547,e1100004548,e1100004549,e1100004550,e1100004552,e1100004557,e1100004558,e1100004559,e1100004560,e1100004561,e1100004563,e1100004567,e1100004568,e1100004569,e1100004571,e1100004572,e1100004573,e1100004574,e1100004578,e1100004579,e1100004580,e1100004581,e1100004582,e1100004583,e1100004585,e1100004588,e1100004592,e1100004593,e1100004594,e1100004595,e1100004597,e1100004599,e1100004601,e1100004603,e1100004605,e1100004611,e1100004612,e1100004614,e1100004618,e1100004619,e1100004622,e1100004623,e1100004624,e1100004626,e1100004630,e1100004631,e1100004634,e1100004635,e1100004636,e1100004638,e1100004642,e1100004643,e1100004646,e1100004647,e1100004648,e1100004650,e1100004654,e1100004655,e1100004658,e1100004659,e1100004660,e1100004661,e1100004662,e1100004666,e1100004667,e1100004670,e1100004671,e1100004672,e1100004673,e1100004674,e1100004676,e1100004677,e1100004678,e1100004679,e1100004681,e1100004683,e1100004685,e1100004688,e1100004689,e1100004690,e1100004691,e1100004693,e1100004695,e1100004697,e1100004701,e1100004702,e1100004703,e1100034946,e1100034947,e1100034958,e1100034959,e1100034970,e1100034971,e1100034983,e1100034988,e1100034995,e1100035000,e1100035006,e1100035007,e1100035012
e1100004435,1.70523,1.28828,2.08605,0.00395,1.70523,1.94619,1.62257,1.29218,1.94594,0.00392,0,2.3336,1.89108,0.00197,0.00393,1.94364,1.28634,1.94364,0.90979,0.90544,0.00197,0.00393,1.94364,1.94364,2.3336,0.00393,1.94364,2.08605,1.28828,1.94363,2.33096,0.83058,0.90761,1.28828,1.94594,1.69867,2.35403,1.70523,2.08605,1.94133,2.3336,1.70727,1.94618,1.70523,1.29616,2.39265,1.82717,1.69867,1.94619,2.35132,1.6896,1.6896,0.82931,0.94583,1.88622,1.82472,2.35132,1.64863,2.35131,0.82931,2.35399,1.88622,2.33623,2.35934,1.6896,1.64863,1.88378,0.82931,1.88622,2.33971,2.35934,1.65015,2.35134,0.82931,1.90085,2.39791,2.33971,2.35934,1.77471,0.82931,2.35132,1.89596,1.89109,2.33971,2.35934,1.65184,0.83058,2.35132,2.35133,1.89597,1.90084,2.33623,1.83703,1.7992,0.83262,1.89354,2.33623,2.33623,1.84933,1.77253,0.82931,0.82931,1.88622,2.39527,1.61742,2.35397,1.68549,2.3336,2.07651,2.4082,1.62375,2.35132,1.68549,2.3336,2.07651,1.68741,1.6819,2.35132,1.76257,1.82718,1.82717,1.60751,1.60972,1.6896,1.68755,1.70523,1.82718,1.68312,1.77666,1.68755,0.91986,1.78303,2.3336,1.82962,1.70482,0.91986,1.69165,2.35132,1.6896,2.35397,1.82718,1.82718,1.82718,2.4082,1.78709,2.35132,1.63606,1.70523,1.82718,2.3336,2.4082,1.68755,2.35132,1.77386,2.07651,1.61397,1.88378,2.35132,1.78204,0.91986,0.91986,0.91986,2.35131,2.06706,0.94583,2.08128,1.6896,0.94583,2.06941
e1100004436,2.07924,2.13842,1.76725,2.33754,2.07924,2.32019,1.99658,2.14231,2.31995,2.33358,2.3336,0,2.26509,2.33163,2.32967,2.31765,2.13647,2.31764,2.29849,2.29414,2.33163,2.33753,2.31764,2.31764,0,2.33753,2.31765,1.76725,2.13842,2.31764,0.00264,2.21928,2.29631,2.13842,2.31995,2.07268,0.05045,2.07924,1.76725,2.31534,0,2.08127,2.32019,2.07924,2.1463,0.08907,2.20118,2.07268,2.32019,0.04774,2.0636,2.0636,2.21801,2.10161,2.26022,2.19873,0.04774,2.02264,0.04774,2.21801,0.05041,2.26022,0.00264,0.05576,2.06361,2.02264,2.25779,2.21802,2.26022,0.03614,0.05577,2.02416,0.04776,2.21801,2.27486,0.09433,0.03614,0.05577,2.14872,2.21802,0.04774,2.26997,2.2651,0.03613,0.05577,2.02585,2.21928,0.04774,0.04775,2.26997,2.27484,0.00264,2.21104,2.1732,2.22132,2.26754,0.00264,0.00264,2.22334,2.14653,2.21801,2.21801,2.26022,0.0917,1.99142,0.05039,2.0595,0.00001,1.75771,0.10462,1.99776,0.04774,2.0595,0.00001,1.75771,2.06141,2.05591,0.04774,2.13658,2.20118,2.20118,1.98152,1.98373,2.06361,2.06155,2.07924,2.20119,2.05713,2.15067,2.06156,2.30856,2.15703,0,2.20363,2.07883,2.30856,2.06566,0.04774,2.06361,0.0504,2.20118,2.20119,2.20118,0.10462,2.1611,0.04775,2.01007,2.07924,2.20118,0,0.10462,2.06156,0.04774,2.14786,1.75771,1.98798,2.25779,0.04775,2.15605,2.30856,2.30856,2.30856,0.04774,1.74826,2.10161,1.76247,2.06361,2.10161,1.75061
e1100004439,1.05037,1.69591,2.01754,1.89503,1.05037,1.77828,0.96771,1.6998,0.18788,1.89107,1.89108,2.26509,0,1.88912,1.88716,0.18558,1.69396,0.18558,1.85598,1.85163,1.88912,1.89502,0.18558,0.18558,2.26509,1.89502,0.18558,2.01754,1.69591,0.18558,2.26245,1.77677,1.8538,1.6959,0.18788,1.04381,2.28552,1.05037,2.01754,0.18327,2.26509,1.0524,1.77828,1.05037,1.70379,2.32414,1.65927,1.04381,1.77828,2.28282,1.03473,1.03473,1.7755,1.6591,0.00487,1.65682,2.28282,0.99377,2.28281,1.7755,2.28548,0.00487,2.26772,2.29084,1.03474,0.99377,0.0073,1.7755,0.00487,2.27121,2.29084,0.99529,2.28283,1.7755,0.01464,2.32941,2.27121,2.29084,1.11985,1.7755,2.28281,0.00975,0.00488,2.27121,2.29084,0.99698,1.77677,2.28281,2.28282,0.00976,0.01463,2.26772,1.66913,1.14433,1.77881,0.00733,2.26772,2.26772,1.68143,1.11766,1.7755,1.7755,0.00487,2.32677,0.96255,2.28546,1.03063,2.2651,2.00801,2.33969,0.96889,2.28282,1.03063,2.2651,2.008,1.03254,1.02704,2.28281,1.10771,1.65927,1.65927,0.95265,0.95486,1.03474,1.03268,1.05037,1.65928,1.02826,1.1218,1.03269,1.86605,1.12816,2.26509,1.66172,1.04996,1.86605,1.03679,2.28281,1.03474,2.28547,1.65927,1.65928,1.65927,2.33969,1.13223,2.28282,0.9812,1.05037,1.65927,2.26509,2.33969,1.03269,2.28281,1.11899,2.00801,0.95911,0.0073,2.28282,1.12718,1.86605,1.86605,1.86605,2.28281,1.99856,1.6591,2.01277,1.03474,1.6591,2.00091
e1100004442,1.70327,1.28632,2.08409,0.00591,1.70327,1.94422,1.62061,1.29021,1.94398,0.00195,0.00197,2.33163,1.88912,0,0.00196,1.94167,1.28438,1.94167,0.90783,0.90348,0,0.0059,1.94167,1.94167,2.33164,0.0059,1.94167,2.08409,1.28632,1.94167,2.329,0.82862,0.90564,1.28632,1.94398,1.69671,2.35206,1.70327,2.08409,1.93937,2.33164,1.7053,1.94422,1.70327,1.2942,2.39069,1.82521,1.69671,1.94422,2.34936,1.68763,1.68763,0.82734,0.94387,1.88425,1.82276,2.34936,1.64667,2.34935,0.82734,2.35202,1.88425,2.33427,2.35738,1.68763,1.64667,1.88182,0.82735,1.88425,2.33775,2.35738,1.64818,2.34937,0.82735,1.89889,2.39595,2.33775,2.35738,1.77275,0.82735,2.34936,1.89399,1.88913,2.33775,2.35738,1.64988,0.82862,2.34935,2.34936,1.894,1.89887,2.33427,1.83507,1.79723,0.83066,1.89157,2.33426,2.33427,1.84737,1.77056,0.82735,0.82734,1.88425,2.39331,1.61545,2.35201,1.68353,2.33164,2.07455,2.40624,1.62179,2.34936,1.68353,2.33164,2.07455,1.68544,1.67994,2.34935,1.76061,1.82521,1.82521,1.60555,1.60776,1.68763,1.68558,1.70327,1.82521,1.68116,1.7747,1.68558,0.9179,1.78106,2.33164,1.82766,1.70286,0.9179,1.68969,2.34935,1.68764,2.35201,1.82521,1.82521,1.82521,2.40624,1.78513,2.34936,1.6341,1.70327,1.82521,2.33163,2.40624,1.68558,2.34936,1.77189,2.07455,1.61201,1.88182,2.34936,1.78008,0.9179,0.9179,0.9179,2.34935,2.0651,0.94387,2.07931,1.68763,0.94387,2.06745
e1100004443,1.70131,1.28436,2.08212,0.00787,1.70131,1.94226,1.61864,1.28825,1.94201,0.00391,0.00393,2.32967,1.88716,0.00196,0,1.93971,1.28241,1.93971,0.90586,0.90151,0.00196,0.00786,1.93971,1.93971,2.32967,0.00786,1.93971,2.08212,1.28436,1.93971,2.32703,0.82665,0.90368,1.28436,1.94201,1.69475,2.3501,1.70131,2.08212,1.9374,2.32967,1.70334,1.94226,1.70131,1.29224,2.38872,1.82325,1.69475,1.94226,2.34739,1.68567,1.68567,0.82538,0.94191,1.88229,1.8208,2.3474,1.64471,2.34739,0.82538,2.35006,1.88229,2.3323,2.35542,1.68567,1.64471,1.87986,0.82539,1.88229,2.33579,2.35542,1.64622,2.34741,0.82538,1.89692,2.39399,2.33579,2.35542,1.77078,0.82539,2.34739,1.89203,1.88716,2.33579,2.35542,1.64792,0.82665,2.34739,2.3474,1.89204,1.89691,2.3323,1.83311,1.79527,0.82869,1.88961,2.3323,2.3323,1.84541,1.7686,0.82538,0.82538,1.88229,2.39135,1.61349,2.35004,1.68156,2.32968,2.07258,2.40427,1.61982,2.3474,1.68156,2.32968,2.07258,1.68348,1.67798,2.34739,1.75864,1.82325,1.82325,1.60359,1.6058,1.68567,1.68362,1.70131,1.82325,1.67919,1.77274,1.68362,0.91593,1.7791,2.32967,1.8257,1.70089,0.91593,1.68773,2.34739,1.68568,2.35005,1.82325,1.82325,1.82325,2.40427,1.78316,2.3474,1.63214,1.70131,1.82325,2.32967,2.40427,1.68362,2.34739,1.76993,2.07258,1.61005,1.87986,2.3474,1.77811,0.91593,0.91593,0.91593,2.34739,2.06314,0.94191,2.07735,1.68567,0.94191,2.06549
e1100004444,1.10292,1.74846,2.0701,1.94758,1.10292,1.83084,1.02026,1.75235,0.00231,1.94362,1.94364,2.31765,0.18558,1.94167,1.93971,0,1.74651,0.00001,1.90853,1.90418,1.94167,1.94757,0,0,2.31765,1.94757,0,2.0701,1.74846,0.00001,2.31501,1.82933,1.90635,1.74846,0.00231,1.09637,2.33808,1.10293,2.0701,0.00231,2.31765,1.10496,1.83084,1.10293,1.75634,2.3767,1.71182,1.09637,1.83084,2.33537,1.08729,1.08729,1.82805,1.71165,0.18071,1.70937,2.33537,1.04632,2.33536,1.82805,2.33804,0.18071,2.32028,2.34339,1.08729,1.04632,0.17828,1.82806,0.18071,2.32376,2.34339,1.04784,2.33538,1.82805,0.19534,2.38196,2.32376,2.34339,1.1724,1.82806,2.33537,0.19045,0.18559,2.32376,2.34339,1.04953,1.82933,2.33537,2.33537,0.19046,0.19533,2.32028,1.72169,1.19689,1.83136,0.18803,2.32028,2.32028,1.73398,1.17022,1.82805,1.82805,0.18071,2.37932,1.01511,2.33802,1.08318,2.31765,2.06056,2.39225,1.02144,2.33537,1.08318,2.31765,2.06056,1.0851,1.0796,2.33536,1.16026,1.71183,1.71183,1.0052,1.00742,1.08729,1.08524,1.10293,1.71183,1.08081,1.17436,1.08524,1.91861,1.18072,2.31765,1.71427,1.10251,1.9186,1.08934,2.33536,1.08729,2.33802,1.71183,1.71183,1.71183,2.39225,1.18478,2.33537,1.03375,1.10292,1.71183,2.31764,2.39225,1.08524,2.33537,1.17155,2.06056,1.01167,0.17828,2.33537,1.17973,1.9186,1.9186,1.91861,2.33536,2.05111,1.71165,2.06533,1.08729,1.71165,2.05346
e1100004445,1.50811,0.00195,1.88893,1.29028,1.50811,1.74906,1.42544,0.00584,1.74882,1.28633,1.28634,2.13647,1.69396,1.28438,1.28241,1.74651,0,1.74651,1.25123,1.24689,1.28437,1.29027,1.74651,1.74651,2.13647,1.29027,1.74651,1.88893,0.00195,1.74651,2.13384,1.17203,1.24905,0.00195,1.74882,1.50155,2.1569,1.50811,1.88893,1.74421,2.13648,1.51014,1.74906,1.50811,0.00983,2.19553,1.63005,1.50155,1.74906,2.1542,1.49247,1.49247,1.17075,1.05435,1.68909,1.6276,2.1542,1.45151,2.15419,1.17075,2.15686,1.68909,2.13911,2.16222,1.49247,1.45151,1.68666,1.17076,1.68909,2.14259,2.16222,1.45302,2.15421,1.17076,1.70373,2.20079,2.14259,2.16222,1.57759,1.17076,2.1542,1.69883,1.69397,2.14259,2.16222,1.45472,1.17203,2.15419,2.1542,1.69884,1.70371,2.13911,1.63991,1.60207,1.17406,1.69641,2.1391,2.13911,1.65221,1.5754,1.17076,1.17075,1.68909,2.19815,1.42029,2.15685,1.48837,2.13648,1.87939,2.21108,1.42663,2.1542,1.48837,2.13648,1.87939,1.49028,1.48478,2.15419,1.56545,1.63005,1.63005,1.41039,1.4126,1.49247,1.49042,1.50811,1.63005,1.486,1.57954,1.49042,1.26131,1.5859,2.13648,1.6325,1.5077,1.26131,1.49453,2.15419,1.49248,2.15685,1.63005,1.63005,1.63005,2.21108,1.58997,2.1542,1.43894,1.50811,1.63005,2.13647,2.21108,1.49042,2.15419,1.57673,1.87939,1.41685,1.68666,2.1542,1.58492,1.26131,1.26131,1.26131,2.15419,1.86994,1.05435,1.88415,1.49247,1.05435,1.87229
e1100004446,1.10292,1.74846,2.0701,1.94758,1.10292,1.83083,1.02026,1.75235,0.00231,1.94362,1.94364,2.31764,0.18558,1.94167,1.93971,0.00001,1.74651,0,1.90853,1.90418,1.94167,1.94757,0,0,2.31764,1.94757,0.00001,2.07009,1.74846,0,2.315,1.82932,1.90635,1.74845,0.00231,1.09636,2.33807,1.10292,2.0701,0.00231,2.31765,1.10495,1.83083,1.10292,1.75634,2.37669,1.71182,1.09636,1.83083,2.33537,1.08728,1.08729,1.82805,1.71165,0.18071,1.70937,2.33537,1.04632,2.33536,1.82805,2.33803,0.18071,2.32028,2.34339,1.08729,1.04632,0.17828,1.82805,0.18071,2.32376,2.34339,1.04784,2.33538,1.82805,0.19534,2.38196,2.32376,2.34339,1.1724,1.82805,2.33536,0.19045,0.18558,2.32376,2.34339,1.04953,1.82932,2.33536,2.33537,0.19046,0.19533,2.32028,1.72168,1.19688,1.83136,0.18803,2.32027,2.32027,1.73398,1.17022,1.82805,1.82805,0.18071,2.37932,1.0151,2.33802,1.08318,2.31765,2.06056,2.39225,1.02144,2.33537,1.08318,2.31765,2.06056,1.08509,1.07959,2.33536,1.16026,1.71183,1.71182,1.0052,1.00741,1.08729,1.08524,1.10292,1.71183,1.08081,1.17435,1.08524,1.9186,1.18071,2.31764,1.71427,1.10251,1.9186,1.08934,2.33536,1.08729,2.33802,1.71182,1.71183,1.71183,2.39224,1.18478,2.33537,1.03375,1.10292,1.71183,2.31764,2.39225,1.08524,2.33536,1.17154,2.06056,1.01166,0.17828,2.33537,1.17973,1.9186,1.9186,1.9186,2.33536,2.05111,1.71165,2.06532,1.08729,1.71165,2.05346
e1100004451,1.67013,1.25318,2.05095,0.91373,1.67013,1.91108,1.58746,1.25707,1.91084,0.90977,0.90979,2.29849,1.85598,0.90783,0.90586,1.90853,1.25123,1.90853,0,0.00435,0.90782,0.91372,1.90853,1.90853,2.29849,0.91372,1.90853,2.05094,1.25318,1.90853,2.29585,0.36881,0.00218,1.25318,1.91084,1.66357,2.31892,1.67013,2.05095,1.90622,2.2985,1.67216,1.91108,1.67013,1.26106,2.35754,1.79207,1.66357,1.91108,2.31622,1.65449,1.65449,0.36753,0.91073,1.85111,1.78962,2.31622,1.61353,2.31621,0.36754,2.31888,1.85111,2.30113,2.32424,1.65449,1.61353,1.84868,0.36754,1.85111,2.30461,2.32424,1.61504,2.31623,0.36754,1.86574,2.36281,2.30461,2.32424,1.7396,0.36754,2.31622,1.86085,1.85599,2.30461,2.32424,1.61674,0.36881,2.31621,2.31622,1.86086,1.86573,2.30113,1.80193,1.76409,0.37085,1.85843,2.30112,2.30112,1.81423,1.73742,0.36754,0.36753,1.85111,2.36017,1.58231,2.31887,1.65039,2.2985,2.04141,2.3731,1.58864,2.31622,1.65039,2.2985,2.04141,1.6523,1.6468,2.31621,1.72746,1.79207,1.79207,1.57241,1.57462,1.65449,1.65244,1.67013,1.79207,1.64802,1.74156,1.65244,0.10752,1.74792,2.2985,1.79452,1.66972,0.10752,1.65655,2.31621,1.6545,2.31887,1.79207,1.79207,1.79207,2.37309,1.75199,2.31622,1.60096,1.67013,1.79207,2.29849,2.3731,1.65244,2.31621,1.73875,2.04141,1.57887,1.84868,2.31622,1.74694,0.10752,0.10752,0.10752,2.31621,2.03196,0.91073,2.04617,1.65449,0.91073,2.03431
e1100004452,1.66578,1.24883,2.0466,0.90938,1.66578,1.90673,1.58311,1.25272,1.90649,0.90543,0.90544,2.29414,1.85163,0.90348,0.90151,1.90418,1.24689,1.90418,0.00435,0,0.90347,0.90937,1.90418,1.90418,2.29414,0.90937,1.90418,2.04659,1.24883,1.90418,2.29151,0.36446,0.00217,1.24883,1.90649,1.65922,2.31457,1.66578,2.0466,1.90187,2.29415,1.66781,1.90673,1.66578,1.25671,2.3532,1.78772,1.65922,1.90673,2.31187,1.65014,1.65014,0.36318,0.90638,1.84676,1.78527,2.31187,1.60918,2.31186,0.36319,2.31453,1.84676,2.29678,2.31989,1.65014,1.60918,1.84433,0.36319,1.84676,2.30026,2.31989,1.61069,2.31188,0.36319,1.8614,2.35846,2.30026,2.31989,1.73526,0.36319,2.31187,1.8565,1.85164,2.30026,2.31989,1.61239,0.36446,2.31186,2.31187,1.85651,1.86138,2.29678,1.79758,1.75974,0.3665,1.85408,2.29677,2.29678,1.80988,1.73307,0.36319,0.36318,1.84676,2.35582,1.57796,2.31452,1.64604,2.29415,2.03706,2.36875,1.5843,2.31187,1.64604,2.29415,2.03706,1.64795,1.64245,2.31186,1.72312,1.78772,1.78772,1.56806,1.57027,1.65014,1.64809,1.66578,1.78772,1.64367,1.73721,1.64809,0.10317,1.74357,2.29415,1.79017,1.66537,0.10317,1.6522,2.31186,1.65015,2.31452,1.78772,1.78772,1.78772,2.36875,1.74764,2.31187,1.59661,1.66578,1.78772,2.29414,2.36875,1.64809,2.31186,1.7344,2.03706,1.57452,1.84433,2.31187,1.74259,0.10317,0.10317,0.10317,2.31186,2.02761,0.90638,2.04182,1.65014,0.90638,2.02996
e1100004453,1.70327,1.28632,2.08409,0.00591,1.70327,1.94422,1.6206,1.29021,1.94398,0.00195,0.00197,2.33163,1.88912,0,0.00196,1.94167,1.28437,1.94167,0.90782,0.90347,0,0.0059,1.94167,1.94167,2.33163,0.0059,1.94167,2.08408,1.28632,1.94167,2.32899,0.82862,0.90564,1.28632,1.94398,1.69671,2.35206,1.70327,2.08409,1.93936,2.33164,1.7053,1.94422,1.70327,1.2942,2.39068,1.82521,1.69671,1.94422,2.34936,1.68763,1.68763,0.82734,0.94387,1.88425,1.82276,2.34936,1.64667,2.34935,0.82734,2.35202,1.88425,2.33427,2.35738,1.68763,1.64667,1.88182,0.82735,1.88425,2.33775,2.35738,1.64818,2.34937,0.82735,1.89888,2.39595,2.33775,2.35738,1.77274,0.82735,2.34936,1.89399,1.88913,2.33775,2.35738,1.64988,0.82862,2.34935,2.34936,1.894,1.89887,2.33427,1.83507,1.79723,0.83065,1.89157,2.33426,2.33426,1.84737,1.77056,0.82734,0.82734,1.88425,2.39331,1.61545,2.35201,1.68353,2.33164,2.07455,2.40624,1.62178,2.34936,1.68353,2.33164,2.07455,1.68544,1.67994,2.34935,1.7606,1.82521,1.82521,1.60555,1.60776,1.68763,1.68558,1.70327,1.82521,1.68116,1.7747,1.68558,0.9179,1.78106,2.33164,1.82766,1.70286,0.91789,1.68969,2.34935,1.68764,2.35201,1.82521,1.82521,1.82521,2.40623,1.78513,2.34936,1.6341,1.70327,1.82521,2.33163,2.40624,1.68558,2.34935,1.77189,2.07455,1.61201,1.88182,2.34936,1.78008,0.91789,0.91789,0.9179,2.34935,2.0651,0.94387,2.07931,1.68763,0.94387,2.06745
e1100004454,1.70916,1.29221,2.08998,0.00394,1.70916,1.95012,1.6265,1.29611,1.94987,0.00785,0.00393,2.33753,1.89502,0.0059,0.00786,1.94757,1.29027,1.94757,0.91372,0.90937,0.0059,0,1.94757,1.94757,2.33753,0.00393,1.94757,2.08998,1.29221,1.94757,2.33489,0.83451,0.91154,1.29221,1.94987,1.7026,2.35796,1.70917,2.08998,1.94526,2.33753,1.7112,1.95012,1.70917,1.3001,2.39658,1.8311,1.7026,1.95012,2.35525,1.69353,1.69353,0.83324,0.94977,1.89015,1.82865,2.35525,1.65256,2.35524,0.83324,2.35792,1.89015,2.34016,2.36327,1.69353,1.65256,1.88772,0.83324,1.89015,2.34364,2.36328,1.65408,2.35527,0.83324,1.90478,2.40184,2.34364,2.36328,1.77864,0.83324,2.35525,1.89989,1.89502,2.34364,2.36327,1.65577,0.83451,2.35525,2.35526,1.8999,1.90477,2.34016,1.84097,1.80313,0.83655,1.89747,2.34016,2.34016,1.85326,1.77646,0.83324,0.83324,1.89015,2.3992,1.62135,2.3579,1.68942,2.33753,2.08044,2.41213,1.62768,2.35525,1.68942,2.33753,2.08044,1.69134,1.68584,2.35525,1.7665,1.83111,1.83111,1.61144,1.61366,1.69353,1.69148,1.70916,1.83111,1.68705,1.78059,1.69148,0.92379,1.78696,2.33753,1.83355,1.70875,0.92379,1.69558,2.35525,1.69353,2.3579,1.83111,1.83111,1.83111,2.41213,1.79102,2.35525,1.63999,1.70916,1.83111,2.33753,2.41213,1.69148,2.35525,1.77779,2.08044,1.6179,1.88772,2.35526,1.78597,0.92379,0.92379,0.92379,2.35525,2.07099,0.94977,2.08521,1.69353,0.94976,2.07334
e1100004455,1.10292,1.74846,2.0701,1.94758,1.10292,1.83083,1.02026,1.75235,0.00231,1.94362,1.94364,2.31764,0.18558,1.94167,1.93971,0,1.74651,0,1.90853,1.90418,1.94167,1.94757,0,0,2.31764,1.94757,0,2.0701,1.74846,0,2.31501,1.82932,1.90635,1.74846,0.00231,1.09636,2.33807,1.10292,2.0701,0.00231,2.31765,1.10495,1.83083,1.10292,1.75634,2.3767,1.71182,1.09636,1.83083,2.33537,1.08729,1.08729,1.82805,1.71165,0.18071,1.70937,2.33537,1.04632,2.33536,1.82805,2.33803,0.18071,2.32028,2.34339,1.08729,1.04632,0.17828,1.82805,0.18071,2.32376,2.34339,1.04784,2.33538,1.82805,0.19534,2.38196,2.32376,2.34339,1.1724,1.82805,2.33537,0.19045,0.18558,2.32376,2.34339,1.04953,1.82932,2.33536,2.33537,0.19046,0.19533,2.32028,1.72168,1.19689,1.83136,0.18803,2.32027,2.32028,1.73398,1.17022,1.82805,1.82805,0.18071,2.37932,1.0151,2.33802,1.08318,2.31765,2.06056,2.39225,1.02144,2.33537,1.08318,2.31765,2.06056,1.0851,1.07959,2.33536,1.16026,1.71183,1.71182,1.0052,1.00741,1.08729,1.08524,1.10292,1.71183,1.08081,1.17435,1.08524,1.9186,1.18072,2.31765,1.71427,1.10251,1.9186,1.08934,2.33536,1.08729,2.33802,1.71182,1.71183,1.71183,2.39225,1.18478,2.33537,1.03375,1.10292,1.71183,2.31764,2.39225,1.08524,2.33536,1.17155,2.06056,1.01166,0.17828,2.33537,1.17973,1.9186,1.9186,1.9186,2.33536,2.05111,1.71165,2.06532,1.08729,1.71165,2.05346
e1100004458,1.10292,1.74846,2.0701,1.94758,1.10292,1.83084,1.02026,1.75235,0.00231,1.94362,1.94364,2.31764,0.18558,1.94167,1.93971,0,1.74651,0,1.90853,1.90418,1.94167,1.94757,0,0,2.31765,1.94757,0,2.0701,1.74846,0.00001,2.31501,1.82932,1.90635,1.74846,0.00231,1.09636,2.33807,1.10293,2.0701,0.00231,2.31765,1.10496,1.83083,1.10293,1.75634,2.3767,1.71182,1.09636,1.83084,2.33537,1.08729,1.08729,1.82805,1.71165,0.18071,1.70937,2.33537,1.04632,2.33536,1.82805,2.33803,0.18071,2.32028,2.34339,1.08729,1.04632,0.17828,1.82805,0.18071,2.32376,2.34339,1.04784,2.33538,1.82805,0.19534,2.38196,2.32376,2.34339,1.1724,1.82805,2.33537,0.19045,0.18558,2.32376,2.34339,1.04953,1.82932,2.33536,2.33537,0.19046,0.19533,2.32028,1.72168,1.19689,1.83136,0.18803,2.32028,2.32028,1.73398,1.17022,1.82805,1.82805,0.18071,2.37932,1.01511,2.33802,1.08318,2.31765,2.06056,2.39225,1.02144,2.33537,1.08318,2.31765,2.06056,1.0851,1.0796,2.33536,1.16026,1.71183,1.71182,1.0052,1.00741,1.08729,1.08524,1.10292,1.71183,1.08081,1.17435,1.08524,1.9186,1.18072,2.31765,1.71427,1.10251,1.9186,1.08934,2.33536,1.08729,2.33802,1.71183,1.71183,1.71183,2.39225,1.18478,2.33537,1.03375,1.10292,1.71183,2.31764,2.39225,1.08524,2.33537,1.17155,2.06056,1.01166,0.17828,2.33537,1.17973,1.9186,1.9186,1.9186,2.33536,2.05111,1.71165,2.06533,1.08729,1.71165,2.05346
e1100004460,2.07924,2.13842,1.76725,2.33754,2.07924,2.32019,1.99658,2.14231,2.31995,2.33358,2.3336,0,2.26509,2.33164,2.32967,2.31765,2.13647,2.31764,2.29849,2.29414,2.33163,2.33753,2.31764,2.31765,0,2.33753,2.31765,1.76725,2.13842,2.31764,0.00264,2.21929,2.29631,2.13842,2.31995,2.07268,0.05045,2.07924,1.76725,2.31534,0,2.08127,2.32019,2.07924,2.1463,0.08907,2.20118,2.07268,2.32019,0.04774,2.0636,2.06361,2.21801,2.10161,2.26022,2.19873,0.04774,2.02264,0.04774,2.21801,0.05041,2.26022,0.00264,0.05577,2.06361,2.02264,2.25779,2.21802,2.26022,0.03614,0.05577,2.02416,0.04776,2.21802,2.27486,0.09434,0.03614,0.05577,2.14872,2.21802,0.04774,2.26997,2.2651,0.03614,0.05577,2.02585,2.21929,0.04774,0.04775,2.26997,2.27485,0.00264,2.21104,2.1732,2.22132,2.26754,0.00264,0.00264,2.22334,2.14654,2.21801,2.21801,2.26022,0.0917,1.99142,0.05039,2.0595,0,1.75771,0.10462,1.99776,0.04775,2.0595,0,1.75771,2.06141,2.05591,0.04774,2.13658,2.20119,2.20118,1.98152,1.98373,2.06361,2.06156,2.07924,2.20119,2.05713,2.15067,2.06156,2.30857,2.15703,0,2.20363,2.07883,2.30856,2.06566,0.04774,2.06361,0.0504,2.20118,2.20119,2.20119,0.10462,2.1611,0.04775,2.01007,2.07924,2.20119,0,0.10462,2.06156,0.04774,2.14786,1.75771,1.98798,2.25779,0.04775,2.15605,2.30856,2.30856,2.30857,0.04774,1.74826,2.10161,1.76248,2.06361,2.10161,1.75061
